permit type,street number,street suffix,current status,number of existing stories,number of proposed stories,estimated cost,revised cost,existing use,existing units,proposed use,proposed units,plansets,existing construction type,proposed construction type,supervisor district,neighborhoods - analysis boundaries,zipcode,if_permit_created_on_file_date,if_completed,if_first_construc_is_issue_date,diff_permit_date,expired_before_completed,ratio_stories,existing_proposed_construction_type,ratio_estimated_revised,ratio_existing_proposed_units,latitude,longitude,permit creation date_col,current status date_col,filed date_col,issued date_col,completed date_col,first construction document date_col,permit expiration date_col
8,0.042932064885961706,12,3,23.0,23.0,16000.0,41000.0,35,0.0,42,0.0,2.0,1.0,1.0,3.0,5,94111.0,True,True,True,362 days,False,1.0,True,0.3902439024390244,,37.793939065862155,-122.39973436427805,734966,735100,734966,734968,735100,734968,735328
8,0.06086108061958776,1,2,2.0,2.0,1.0,1.0,0,1.0,0,1.0,0.0,5.0,5.0,1.0,10,94118.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.77860670364932,-122.47135740605944,734966,734970,734966,734966,734948,734966,735326
8,0.052079521892913774,12,6,1.0,1.0,15000.0,15000.0,0,1.0,0,1.0,0.0,5.0,5.0,7.0,38,94116.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.73787142164094,-122.47154528250147,734966,734966,734966,734966,734948,734966,735326
8,0.051103793145505554,12,6,12.0,12.0,1998000.0,1998000.0,35,89.0,42,102.0,0.0,1.0,1.0,3.0,5,94104.0,True,False,True,1080 days,False,1.0,True,1.0,0.8725490196078431,37.793410188274535,-122.40240133577385,734966,734966,734966,734966,734948,734966,736046
8,0.06086108061958776,1,3,2.0,2.0,1.0,1.0,0,1.0,0,1.0,0.0,5.0,5.0,1.0,10,94118.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.77860670364932,-122.47135740605944,734966,734968,734966,734966,734968,734966,735326
8,0.05134772533235761,12,6,3.0,3.0,10000.0,1.0,13,0.0,14,2.0,2.0,3.0,5.0,10.0,27,94110.0,True,False,True,416 days,False,1.0,False,10000.0,0.0,37.764130508835514,-122.40670155161938,734966,734966,734966,734966,734948,734966,735382
8,0.1831930723258934,1,3,2.0,2.0,5000.0,5000.0,0,1.0,0,1.0,2.0,5.0,5.0,10.0,0,94124.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.734705449893404,-122.3877228379064,734966,735047,734966,734966,735047,734966,735326
8,0.015489693865105502,1,6,33.0,31.0,6000.0,267.24,56,133.0,62,135.0,2.0,2.0,4.0,2.0,31,94121.0,True,False,True,416 days,False,1.064516129032258,False,22.451728783116298,0.9851851851851852,37.786938656495224,-122.48705515310604,734966,734966,734966,734966,734948,734966,735382
8,0.0028052201487986338,1,3,1.0,1.0,9500.0,9500.0,0,1.0,0,1.0,0.0,5.0,5.0,9.0,1,94110.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.746087587605466,-122.41698183184852,734966,734974,734966,734966,734974,734966,735326
8,0.0853762653982193,12,3,1.0,1.0,86000.0,197892.0,26,0.0,30,0.0,2.0,5.0,5.0,5.0,11,94122.0,True,True,True,1119 days,False,1.0,True,0.43458047824065654,,37.76386595893916,-122.46541158161621,734966,735760,734966,735005,735760,735005,736085
8,0.041956336138553485,12,6,5.0,5.0,34000.0,34000.0,6,28.0,6,28.0,0.0,5.0,5.0,5.0,9,94102.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.77857647245444,-122.42244380963092,734966,734966,734966,734966,734948,734966,735326
8,0.017685083546773995,12,3,3.0,3.0,17500.0,17500.0,6,6.0,6,6.0,0.0,5.0,5.0,6.0,32,94107.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.77831593206703,-122.39789348014634,734966,734996,734966,734966,734996,734966,735326
8,0.018172947920478105,12,3,3.0,3.0,17500.0,17500.0,6,6.0,6,6.0,0.0,5.0,5.0,6.0,32,94107.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.77831593206703,-122.39789348014634,734966,734996,734966,734966,734996,734966,735326
8,0.37809488962068544,12,3,3.0,3.0,1.0,1.0,6,20.0,6,20.0,0.0,5.0,5.0,2.0,16,94123.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.80200643125842,-122.42832510205518,734966,734977,734966,734966,734977,734966,735326
8,0.07683863885839737,12,3,5.0,5.0,1.0,1.0,35,0.0,42,0.0,2.0,1.0,1.0,6.0,5,94105.0,True,True,True,360 days,False,1.0,True,1.0,,37.786038220216824,-122.39855264164623,734966,734973,734966,734966,734973,734966,735326
8,0.37809488962068544,12,3,3.0,3.0,1.0,1.0,6,20.0,6,20.0,0.0,5.0,5.0,2.0,16,94123.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.80200643125842,-122.42832510205518,734966,735036,734966,734966,735036,734966,735326
8,0.027320404927430174,12,3,22.0,22.0,25000.0,40000.0,21,0.0,24,0.0,2.0,1.0,1.0,3.0,5,94104.0,True,True,True,376 days,True,1.0,True,0.625,,37.79075609626243,-122.40163095635359,734966,735604,734966,734982,735604,734982,735342
8,0.2714965239663374,12,3,2.0,2.0,12000.0,12000.0,0,1.0,0,1.0,0.0,5.0,5.0,4.0,33,94132.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.73516615181425,-122.4907923662897,734966,734995,734966,734966,734995,734966,735326
8,0.02000243932186852,12,6,4.0,4.0,3000.0,1.0,35,4.0,10,2.0,2.0,5.0,4.0,8.0,17,94110.0,True,False,True,416 days,False,1.0,False,3000.0,2.0,37.76380830235885,-122.42244052784048,734966,734966,734966,734966,734948,734966,735382
8,0.004146847176484937,1,3,2.0,2.0,3500.0,3500.0,0,1.0,0,1.0,0.0,5.0,5.0,11.0,23,94112.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.71507289194645,-122.44362757650804,734966,735025,734966,734966,735025,734966,735326
8,0.015001829491401391,13,6,1.0,1.0,4500.0,4500.0,0,1.0,0,1.0,0.0,5.0,5.0,11.0,4,94112.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.72565576476437,-122.4246590404831,734966,734966,734966,734966,734948,734966,735326
8,0.14026100743993172,12,3,2.0,2.0,1.0,1.0,1,2.0,1,2.0,2.0,5.0,5.0,8.0,20,94114.0,True,True,True,369 days,True,1.0,True,1.0,1.0,37.75223559435949,-122.43385008669607,734966,736016,734966,734975,736016,734975,735335
8,0.0783022319795097,12,6,2.0,2.0,1.0,1.0,43,1.0,50,1.0,0.0,5.0,5.0,6.0,32,94103.0,True,False,True,416 days,False,1.0,True,1.0,1.0,37.77752500783094,-122.41078741358696,734966,734966,734966,734966,734948,734966,735382
8,0.33772411269667035,12,6,3.0,3.0,1.0,1.0,47,2.0,24,1.0,2.0,3.0,3.0,3.0,21,94133.0,True,False,True,362 days,False,1.0,True,1.0,2.0,37.8079667171868,-122.41546040340171,734966,734968,734966,734968,734948,734968,735328
8,0.27235028662031957,1,6,2.0,2.0,9200.0,9200.0,0,1.0,0,1.0,0.0,5.0,5.0,4.0,33,94116.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.74492427755498,-122.50236301379732,734966,734966,734966,734966,734948,734966,735326
8,0.04012684473716307,12,3,2.0,2.0,20000.0,20000.0,0,1.0,0,1.0,0.0,5.0,5.0,9.0,1,94110.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.74512006222897,-122.4099827633732,734966,735016,734966,734966,735016,734966,735326
8,0.04927430174411514,12,3,3.0,3.0,5300.0,15000.0,6,3.0,6,3.0,2.0,5.0,5.0,8.0,17,94110.0,True,True,True,361 days,False,1.0,True,0.35333333333333333,1.0,37.75011239648736,-122.42353395039416,734966,735037,734966,734967,735037,734967,735327
8,0.04976216611781925,12,3,3.0,3.0,5300.0,15000.0,6,3.0,6,3.0,2.0,5.0,5.0,8.0,17,94110.0,True,True,True,361 days,False,1.0,True,0.35333333333333333,1.0,37.75011239648736,-122.42353395039416,734966,735037,734966,734967,735037,734967,735327
3,0.07915599463349189,12,3,34.0,34.0,350000.0,350000.0,35,0.0,42,0.0,2.0,1.0,1.0,3.0,3,94108.0,True,True,True,1150 days,False,1.0,True,1.0,,37.79302761151508,-122.4052049994071,734966,735264,734966,735036,735264,735036,736116
3,0.3734601780704964,12,6,3.0,3.0,15000.0,20000.0,6,3.0,6,3.0,2.0,5.0,5.0,2.0,25,94115.0,True,False,False,516 days,False,1.0,True,0.75,1.0,37.79013871475293,-122.44363553295986,734961,735117,734961,735117,734948,735134,735477
8,0.10672033174777412,12,6,3.0,3.0,1.0,1.0,13,1.0,10,0.0,2.0,3.0,5.0,9.0,26,94134.0,True,False,True,416 days,False,1.0,False,1.0,inf,37.7216847559312,-122.40256482865333,734966,734966,734966,734966,734948,734966,735382
3,0.12611294060251252,12,11,4.0,4.0,8000.0,40000.0,6,16.0,6,16.0,2.0,3.0,3.0,3.0,19,94109.0,True,False,True,416 days,False,1.0,True,0.2,1.0,37.78917632288766,-122.41425318952345,734966,734996,734966,735022,734948,735022,735382
8,0.04110257348457129,1,3,2.0,2.0,28000.0,50000.0,0,1.0,0,1.0,2.0,5.0,5.0,11.0,22,94112.0,True,True,True,364 days,False,1.0,True,0.56,1.0,37.72025123037735,-122.4567308636658,734966,734989,734966,734970,734989,734970,735330
8,0.005366508110745213,12,3,7.0,7.0,1200.0,1200.0,35,0.0,42,0.0,2.0,1.0,1.0,6.0,5,94105.0,True,True,True,361 days,False,1.0,True,1.0,,37.79237587204965,-122.39642278177534,734967,735284,734967,734968,735284,734968,735328
3,0.10976948408342481,12,11,2.0,2.0,165000.0,220000.0,0,1.0,0,1.0,2.0,5.0,5.0,11.0,4,94112.0,True,False,True,415 days,False,1.0,True,0.75,1.0,37.714856572554616,-122.43429652493616,734967,735059,734967,735022,734948,735022,735382
8,0.012196609342602758,12,3,48.0,48.0,6300.0,6300.0,35,0.0,42,0.0,2.0,1.0,1.0,3.0,5,94111.0,True,True,True,360 days,False,1.0,True,1.0,,37.79294896659241,-122.39809861435491,734967,734994,734967,734967,734994,734967,735327
8,0.030125625076228808,12,3,1.0,1.0,10000.0,15000.0,47,0.0,54,0.0,2.0,3.0,3.0,10.0,17,94103.0,True,True,True,360 days,False,1.0,True,0.6666666666666666,,37.766210212829584,-122.40708133746864,734967,735143,734967,734967,735143,734967,735327
8,0.4326137333821198,12,3,3.0,3.0,20000.0,56191.17,1,2.0,1,2.0,2.0,5.0,5.0,8.0,17,94110.0,False,True,True,361 days,False,1.0,True,0.3559278085862957,1.0,37.75219402836165,-122.4224501367988,734966,735068,734967,734967,735068,734967,735327
8,0.16514209049884132,12,3,4.0,4.0,14000.0,14000.0,48,1.0,55,0.0,2.0,1.0,1.0,3.0,21,94133.0,True,True,True,360 days,False,1.0,True,1.0,inf,37.802702669425045,-122.4034399820011,734967,735073,734967,734967,735073,734967,735327
8,0.004268813269910965,4,6,2.0,2.0,6000.0,6000.0,0,1.0,0,1.0,0.0,5.0,5.0,10.0,37,94134.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.70972403032494,-122.41099336209562,734967,734967,734967,734967,734948,734967,735327
8,0.014513965117697281,12,3,38.0,38.0,250000.0,300000.0,35,0.0,42,0.0,2.0,1.0,1.0,3.0,5,94104.0,True,True,True,1083 days,False,1.0,True,0.8333333333333334,,37.78928801919562,-122.40345781605802,734967,735194,734967,734970,735194,734970,736050
8,0.0,1,3,2.0,2.0,45000.0,35000.0,0,1.0,0,1.0,2.0,5.0,5.0,7.0,38,94127.0,True,True,True,360 days,False,1.0,True,1.2857142857142858,1.0,37.73890039441617,-122.45911715544545,734967,735150,734967,734967,735150,734967,735327
3,0.3022319795096963,12,6,2.0,3.0,495000.0,810640.0,0,1.0,0,1.0,2.0,5.0,5.0,2.0,16,94123.0,True,False,False,1607 days,False,0.6666666666666666,True,0.6106286390999703,1.0,37.80036232057109,-122.4459138406566,734967,735494,734967,735494,734948,736075,736574
8,0.0021953896816684962,12,6,4.0,4.0,1.0,1.0,6,6.0,6,6.0,2.0,5.0,5.0,8.0,17,94103.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.77102638666513,-122.42373244046361,734967,734967,734967,734967,734948,734967,735327
8,0.029759726795950726,12,3,16.0,16.0,50000.0,60500.0,35,0.0,42,0.0,2.0,1.0,1.0,6.0,5,94105.0,True,True,True,361 days,False,1.0,True,0.8264462809917356,,37.79237587204965,-122.39642278177534,734967,735299,734967,734968,735299,734968,735328
8,0.16477619221856324,1,6,3.0,3.0,1.0,267.24,24,0.0,1,1.0,2.0,4.0,5.0,5.0,11,94122.0,True,False,True,415 days,False,1.0,False,0.00374195479718605,0.0,37.76308745265923,-122.46591514256207,734967,734967,734967,734967,734948,734967,735382
8,0.09745090864739601,12,3,3.0,3.0,15000.0,23000.0,6,3.0,6,3.0,2.0,5.0,5.0,8.0,20,94114.0,True,True,True,360 days,False,1.0,True,0.6521739130434783,1.0,37.75648318305421,-122.42597237538486,734967,735169,734967,734967,735169,734967,735327
8,0.17416758141236738,12,6,1.0,1.0,2000.0,2000.0,47,0.0,54,0.0,2.0,5.0,5.0,9.0,17,94110.0,True,False,True,360 days,False,1.0,True,1.0,,37.749891340036974,-122.42010073589145,734967,734967,734967,734967,734948,734967,735327
8,0.1761190389071838,12,6,1.0,1.0,2000.0,2000.0,47,0.0,54,0.0,2.0,5.0,5.0,9.0,17,94110.0,True,False,True,360 days,False,1.0,True,1.0,,37.749891340036974,-122.42010073589145,734967,734967,734967,734967,734948,734967,735327
8,0.04488352238077815,13,3,3.0,3.0,9800.0,9800.0,0,1.0,0,1.0,0.0,5.0,5.0,8.0,8,94117.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.76288958598386,-122.44627083470246,734967,735072,734967,734967,735072,734967,735327
8,0.4328576655689718,12,6,4.0,4.0,1.0,1.0,46,49.0,53,49.0,0.0,1.0,1.0,8.0,17,94110.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.748507709228065,-122.42113018051597,734967,734967,734967,734967,734948,734967,735327
8,0.21344066349554824,12,6,1.0,1.0,20000.0,20000.0,21,0.0,24,0.0,2.0,5.0,5.0,5.0,15,94117.0,True,False,True,360 days,False,1.0,True,1.0,,37.77563294890993,-122.44554135592291,734967,734967,734967,734967,734948,734967,735327
8,0.04232223441883157,1,3,4.0,4.0,1800.0,1800.0,21,61.0,24,61.0,2.0,5.0,5.0,3.0,21,94133.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.79852807983418,-122.40739139781194,734967,735283,734967,734967,735283,734967,735327
8,0.0035370167093547993,1,3,3.0,3.0,22000.0,22000.0,6,4.0,6,4.0,0.0,5.0,5.0,2.0,29,94118.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.78526468471088,-122.45263356511263,734967,734998,734967,734967,734998,734967,735327
8,0.05915355531162337,1,6,2.0,2.0,1000.0,1000.0,0,1.0,0,1.0,0.0,5.0,5.0,1.0,24,94118.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.77889747076175,-122.47470258000608,734967,734967,734967,734967,734948,734967,735327
8,0.05159165751920966,12,3,3.0,3.0,15000.0,15000.0,1,2.0,1,2.0,2.0,5.0,5.0,5.0,9,94117.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.77253140586877,-122.42936237102396,734967,735004,734967,734967,735004,734967,735327
8,0.4296865471398951,12,3,1.0,1.0,5500.0,5500.0,0,1.0,0,1.0,0.0,5.0,5.0,4.0,33,94116.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.74768716739617,-122.50338042263783,734967,735066,734967,734967,735066,734967,735327
8,0.3171118429076717,12,3,7.0,7.0,1.0,1.0,26,10.0,30,10.0,2.0,2.0,2.0,9.0,17,94110.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.75501207678038,-122.4181373147672,734967,734994,734967,734967,734994,734967,735327
8,0.030125625076228808,12,6,4.0,4.0,1.0,481.44,48,1.0,55,1.0,2.0,4.0,5.0,5.0,9,94117.0,True,False,True,415 days,False,1.0,False,0.0020771020272515785,1.0,37.77193041155762,-122.4301327984534,734967,734967,734967,734967,734948,734967,735382
8,0.030369557263080865,12,6,2.0,2.0,6000.0,481.44,12,0.0,43,0.0,0.0,3.0,5.0,5.0,9,94117.0,True,False,True,415 days,False,1.0,False,12.46261216350947,,37.77193041155762,-122.4301327984534,734967,734967,734967,734967,734948,734967,735382
8,0.026832540553726063,12,3,16.0,16.0,10000.0,30000.0,35,0.0,42,0.0,2.0,1.0,1.0,6.0,5,94105.0,True,True,True,360 days,False,1.0,True,0.3333333333333333,,37.79034659835115,-122.39223972163012,734967,734975,734967,734967,734975,734967,735327
3,0.19624344432247837,12,3,2.0,3.0,150000.0,226438.0,0,1.0,0,1.0,2.0,5.0,5.0,8.0,20,94131.0,True,True,False,1487 days,False,0.6666666666666666,True,0.6624329838631325,1.0,37.7431152802966,-122.42907783567227,734967,735662,734967,735374,735662,735436,736454
8,0.566288571777046,12,3,3.0,3.0,5000.0,5000.0,6,3.0,6,3.0,0.0,5.0,5.0,8.0,2,94114.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.76064511689254,-122.4421991105495,734967,735081,734967,734967,735081,734967,735327
8,0.04207830223197951,12,6,4.0,4.0,100000.0,1.0,38,2.0,45,2.0,2.0,5.0,4.0,11.0,4,94112.0,True,False,True,415 days,False,1.0,False,100000.0,1.0,37.7225712332108,-122.42806791000844,734967,734967,734967,734967,734948,734967,735382
8,0.006586169045005488,12,3,10.0,10.0,3800.0,3800.0,35,0.0,42,0.0,2.0,1.0,1.0,3.0,21,94133.0,True,True,True,360 days,False,1.0,True,1.0,,37.805341384778416,-122.40611676242072,734967,734975,734967,734967,734975,734967,735327
8,0.5023783388218075,12,6,31.0,31.0,10000.0,1.0,31,10.0,36,18.0,2.0,5.0,3.0,8.0,20,94114.0,True,False,True,415 days,False,1.0,False,10000.0,0.5555555555555556,37.75450225385255,-122.43819444671071,734967,734967,734967,734967,734948,734967,735382
8,0.10976948408342481,12,6,4.0,4.0,700.0,700.0,21,24.0,24,24.0,2.0,5.0,5.0,9.0,17,94110.0,True,False,True,377 days,False,1.0,True,1.0,1.0,37.758351442611165,-122.4209584273768,734967,734984,734967,734984,734948,734984,735344
8,0.00597633857787535,1,3,1.0,1.0,8000.0,8000.0,0,1.0,0,1.0,0.0,5.0,5.0,8.0,36,94114.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.75671383651826,-122.4409626593344,734967,735019,734967,734967,735019,734967,735327
8,0.019392608854738383,12,5,2.0,2.0,3200.0,0.0,0,1.0,0,1.0,2.0,5.0,5.0,10.0,0,94124.0,True,False,True,415 days,False,1.0,True,inf,1.0,37.73507566063534,-122.40584260548883,734967,734967,734967,735022,734948,735022,735382
8,0.0035370167093547993,12,3,3.0,3.0,8000.0,9000.0,1,2.0,1,2.0,0.0,5.0,5.0,1.0,10,94118.0,True,True,True,360 days,False,1.0,True,0.8888888888888888,1.0,37.77583315533311,-122.45911281056412,734967,735043,734967,734967,735043,734967,735327
8,0.03158921819734114,2,3,2.0,2.0,6500.0,6500.0,0,1.0,0,1.0,0.0,5.0,5.0,7.0,38,94127.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.74135903698138,-122.46492749637235,734967,735102,734967,734967,735102,734967,735327
8,0.5775094523722405,12,6,4.0,4.0,4000.0,1.0,53,0.0,59,1.0,2.0,5.0,5.0,10.0,0,94124.0,True,False,True,415 days,False,1.0,True,4000.0,0.0,37.735207803989375,-122.39089885150239,734967,734967,734967,734967,734948,734967,735382
8,0.11208683985851933,12,3,2.0,2.0,9748.0,9748.0,0,1.0,0,1.0,0.0,5.0,5.0,10.0,26,94134.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.720497114973575,-122.40416574043796,734967,734980,734967,734967,734980,734967,735327
8,0.014757897304549336,5,3,2.0,2.0,1200.0,1200.0,0,1.0,0,1.0,0.0,5.0,5.0,7.0,33,94132.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.73141443217865,-122.49113573006724,734967,734973,734967,734967,734973,734967,735327
8,0.06452006342236857,12,6,3.0,3.0,1.0,1.0,12,3.0,15,2.0,2.0,3.0,5.0,8.0,2,94114.0,True,False,True,415 days,False,1.0,False,1.0,1.5,37.760599268562146,-122.43084547958406,734967,734967,734967,734967,734948,734967,735382
8,0.032808879131601416,1,3,2.0,2.0,1800.0,1800.0,0,1.0,0,1.0,0.0,5.0,5.0,7.0,38,94127.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.732904901565654,-122.45990081673344,734967,734973,734967,734967,734973,734967,735327
8,0.07732650323210147,12,6,4.0,4.0,10000.0,10000.0,6,18.0,6,18.0,0.0,3.0,3.0,6.0,34,94109.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.784091032050725,-122.41664077860652,734967,734967,734967,734967,734948,734967,735327
3,0.01695328698621783,1,8,2.0,2.0,250000.0,250000.0,0,1.0,0,1.0,2.0,5.0,5.0,8.0,1,94112.0,True,False,False,2075 days,False,1.0,True,1.0,1.0,37.73505313424383,-122.42623765868058,734967,736019,734967,735962,734948,736051,737042
3,0.27137455787291137,12,2,1.0,1.0,30000.0,70000.0,47,0.0,52,0.0,2.0,5.0,5.0,4.0,33,94116.0,True,False,True,415 days,False,1.0,True,0.42857142857142855,,37.74266023050276,-122.49018264067732,734967,735541,734967,735022,734948,735022,735382
8,0.052079521892913774,12,3,3.0,3.0,15000.0,15000.0,1,2.0,1,2.0,2.0,5.0,5.0,5.0,9,94117.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.77253140586877,-122.42936237102396,734967,735004,734967,734967,735004,734967,735327
8,0.4435906817904623,12,3,1.0,1.0,3500.0,3500.0,35,0.0,10,0.0,2.0,5.0,5.0,2.0,29,94118.0,True,True,True,361 days,False,1.0,True,1.0,,37.787741058186874,-122.45263002438534,734967,734997,734967,734968,734997,734968,735328
7,0.26515428710818395,12,6,3.0,3.0,5000.0,5000.0,4,0.0,4,0.0,2.0,5.0,5.0,9.0,17,94110.0,True,False,True,360 days,False,1.0,True,1.0,,37.76219074585021,-122.41245642521952,734967,734967,734967,734967,734948,734967,735327
8,0.16245883644346873,12,6,14.0,14.0,5000.0,5000.0,6,169.0,6,169.0,0.0,1.0,1.0,5.0,12,94109.0,True,False,True,362 days,False,1.0,True,1.0,1.0,37.785733808346045,-122.42560544454004,734967,734969,734967,734969,734948,734969,735329
8,0.2362483229662154,12,6,1.0,1.0,1.0,1.0,32,0.0,46,0.0,2.0,2.0,2.0,2.0,16,94123.0,True,False,True,415 days,False,1.0,True,1.0,,37.797915264029484,-122.43124619016794,734967,734967,734967,734967,734948,734967,735382
8,0.06756921575801926,12,5,17.0,17.0,2300.0,0.0,35,0.0,42,0.0,0.0,1.0,1.0,3.0,3,94111.0,True,False,True,415 days,False,1.0,True,inf,,37.79439328334235,-122.40343867496487,734967,734967,734967,735022,734948,735022,735382
8,0.4371264788388828,12,3,4.0,4.0,1500.0,1500.0,6,4.0,6,4.0,2.0,5.0,5.0,2.0,29,94118.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.78824595635206,-122.45177219973569,734967,734994,734967,734967,734994,734967,735327
8,0.1889254787169167,12,3,12.0,12.0,6000.0,6000.0,35,0.0,42,0.0,2.0,1.0,1.0,9.0,17,94103.0,True,True,True,360 days,False,1.0,True,1.0,,37.767575019711344,-122.41115653134167,734967,734982,734967,734967,734982,734967,735327
8,0.3243078424198073,12,6,3.0,3.0,10200.0,10200.0,35,2.0,54,3.0,2.0,3.0,3.0,9.0,17,94110.0,True,False,True,360 days,False,1.0,True,1.0,0.6666666666666666,37.75485791518775,-122.41246561812731,734967,734967,734967,734967,734948,734967,735327
8,0.12672277106964264,12,6,3.0,3.0,20000.0,27987.85,56,48.0,62,48.0,2.0,3.0,3.0,6.0,32,94103.0,True,False,True,362 days,False,1.0,True,0.714595797819411,1.0,37.77795606760929,-122.40670627498487,734967,734969,734967,734969,734948,734969,735329
4,0.4435906817904623,12,3,1.0,1.0,200.0,200.0,10,0.0,10,0.0,2.0,5.0,5.0,2.0,29,94118.0,True,True,True,361 days,False,1.0,True,1.0,,37.787741058186874,-122.45263002438534,734967,734996,734967,734968,734996,734968,735328
8,0.1889254787169167,12,3,12.0,12.0,4800.0,4800.0,35,0.0,42,0.0,2.0,1.0,1.0,9.0,17,94103.0,True,True,True,360 days,False,1.0,True,1.0,,37.767575019711344,-122.41115653134167,734967,734982,734967,734967,734982,734967,735327
8,0.12794243200390293,12,6,3.0,3.0,1.0,1.0,59,0.0,65,0.0,2.0,3.0,5.0,2.0,30,94109.0,True,False,True,415 days,False,1.0,False,1.0,,37.80542643760217,-122.42481357094286,734967,734967,734967,734967,734948,734967,735382
8,0.12794243200390293,12,6,11.0,10.0,950.0,1.0,23,61.0,40,65.0,0.0,5.0,5.0,2.0,30,94109.0,True,False,True,415 days,False,1.1,True,950.0,0.9384615384615385,37.80542643760217,-122.42481357094286,734967,734967,734967,734967,734948,734967,735382
8,0.1633125990974509,12,3,3.0,3.0,250.0,250.0,1,2.0,1,2.0,0.0,5.0,5.0,3.0,30,94109.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.796590158059935,-122.41924677224861,734967,735040,734967,734967,735040,734967,735327
8,0.16355653128430298,1,3,3.0,3.0,250.0,250.0,1,2.0,1,2.0,0.0,5.0,5.0,3.0,30,94109.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.796590158059935,-122.41924677224861,734967,735040,734967,734967,735040,734967,735327
8,0.47908281497743627,12,6,3.0,3.0,100.0,1.0,48,4.0,10,2.0,0.0,5.0,4.0,8.0,20,94131.0,True,False,True,415 days,False,1.0,False,100.0,2.0,37.748210370994556,-122.42783827103885,734967,734967,734967,734967,734948,734967,735382
8,0.2797902183193072,12,3,2.0,2.0,20000.0,20000.0,21,4.0,24,4.0,2.0,5.0,5.0,10.0,27,94107.0,True,True,True,375 days,False,1.0,True,1.0,1.0,37.760684485137126,-122.38822753466368,734967,735009,734967,734982,735009,734982,735342
8,0.07610684229784119,12,3,4.0,4.0,14280.0,14280.0,35,0.0,42,0.0,2.0,3.0,3.0,6.0,5,94107.0,True,True,True,370 days,False,1.0,True,1.0,,37.78168871821007,-122.39106147456242,734967,734995,734967,734977,734995,734977,735337
8,0.0681790462251494,12,6,31.0,31.0,1100.0,1100.0,35,0.0,42,0.0,2.0,1.0,1.0,6.0,5,94105.0,True,False,True,361 days,False,1.0,True,1.0,,37.78885924943008,-122.39935461467559,734967,734968,734967,734968,734948,734968,735328
8,0.046347115501890475,12,3,2.0,2.0,12000.0,12000.0,0,1.0,0,1.0,0.0,5.0,5.0,7.0,38,94127.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.73745387961315,-122.47051965827984,734967,735018,734967,734967,735018,734967,735327
4,0.030369557263080865,12,5,4.0,3.0,4000.0,1.0,21,2.0,49,0.0,2.0,1.0,4.0,3.0,21,94133.0,True,False,True,415 days,False,1.3333333333333333,False,4000.0,inf,37.80805300064998,-122.41324762431046,734967,734967,734967,735022,734948,735022,735382
8,0.07537504573728503,12,3,4.0,4.0,4300.0,4300.0,6,3.0,6,3.0,0.0,5.0,4.0,8.0,2,94114.0,True,True,True,360 days,False,1.0,False,1.0,1.0,37.758926273060055,-122.434484092612,734967,735030,734967,734967,735030,734967,735327
8,0.16404439565800708,1,6,3.0,3.0,1.0,1.0,13,0.0,14,0.0,0.0,5.0,5.0,5.0,11,94122.0,True,False,True,415 days,False,1.0,True,1.0,,37.76286434698092,-122.47351228746969,734967,734967,734967,734967,734948,734967,735382
8,0.06171484327356995,12,3,2.0,2.0,10000.0,10000.0,0,1.0,0,1.0,2.0,5.0,5.0,7.0,38,94127.0,True,True,True,748 days,False,1.0,True,1.0,1.0,37.732524165226444,-122.44914712863334,734967,735493,734967,735355,735493,735355,735715
